usage_id,facility_id,district,date,blood_group,units_used,is_spike_day,spike_reason
USG001092,FAC003,Ballari,2026-05-25,AB+,3,False,
USG001093,FAC003,Ballari,2026-05-26,AB+,4,False,
USG001094,FAC003,Ballari,2026-05-26,O-,1,False,
USG001095,FAC003,Ballari,2026-05-28,A+,2,False,
USG001096,FAC003,Ballari,2026-05-29,B+,3,False,
USG001097,FAC003,Ballari,2026-05-30,O+,1,False,
USG001098,FAC003,Ballari,2026-05-30,O-,4,False,
USG001099,FAC003,Ballari,2026-05-31,AB-,4,False,
USG001100,FAC003,Ballari,2026-06-02,O-,1,False,
USG001101,FAC003,Ballari,2026-06-04,B+,2,False,
USG001102,FAC003,Ballari,2026-06-05,B-,2,False,
USG001103,FAC003,Ballari,2026-06-06,O-,3,False,
USG001104,FAC003,Ballari,2026-06-07,O+,3,False,
USG001105,FAC003,Ballari,2026-06-09,B-,3,False,
USG001106,FAC003,Ballari,2026-06-11,B+,4,False,
USG001107,FAC003,Ballari,2026-06-14,O-,3,False,
USG001108,FAC003,Ballari,2026-06-15,O-,2,False,
USG001109,FAC003,Ballari,2026-06-16,A-,1,False,
USG001110,FAC003,Ballari,2026-06-17,O+,4,False,
USG001111,FAC003,Ballari,2026-06-17,O-,3,False,
USG001112,FAC003,Ballari,2026-06-19,A+,3,False,
USG001113,FAC003,Ballari,2026-06-22,O+,4,False,
USG001114,FAC003,Ballari,2026-06-22,B+,4,False,
USG001115,FAC003,Ballari,2026-06-23,AB+,4,False,
USG001116,FAC003,Ballari,2026-06-24,A-,4,False,
USG001117,FAC003,Ballari,2026-06-28,O+,3,False,
USG001118,FAC003,Ballari,2026-06-28,B-,2,False,
USG001119,FAC003,Ballari,2026-06-29,O+,1,False,
USG001120,FAC003,Ballari,2026-06-29,A+,1,False,
USG001121,FAC003,Ballari,2026-06-29,A-,1,False,
USG001122,FAC003,Ballari,2026-06-30,O+,2,False,
USG001123,FAC003,Ballari,2026-07-01,B+,2,False,
USG001124,FAC003,Ballari,2026-07-03,O+,4,False,
USG001125,FAC003,Ballari,2026-07-03,B+,4,False,
USG001126,FAC003,Ballari,2026-07-03,A+,3,False,
USG001127,FAC003,Ballari,2026-07-03,AB+,4,False,
USG001128,FAC003,Ballari,2026-07-03,O-,3,False,
USG001129,FAC003,Ballari,2026-07-05,O+,2,False,
USG001130,FAC003,Ballari,2026-07-08,B+,2,False,
USG001131,FAC003,Ballari,2026-07-10,B+,3,False,
USG001132,FAC003,Ballari,2026-07-10,A+,1,False,
USG001133,FAC003,Ballari,2026-07-10,B-,2,False,
USG001134,FAC003,Ballari,2026-07-12,O+,2,False,
USG001135,FAC003,Ballari,2026-07-12,A-,1,False,
USG001136,FAC003,Ballari,2026-07-13,O-,2,False,
USG001137,FAC003,Ballari,2026-07-14,B+,2,False,
USG001138,FAC003,Ballari,2026-07-15,O+,6,True,Monsoon peak flood-risk weeks
USG001139,FAC003,Ballari,2026-07-15,AB+,4,True,Monsoon peak flood-risk weeks
USG001140,FAC003,Ballari,2026-07-15,A-,4,True,Monsoon peak flood-risk weeks
USG001141,FAC003,Ballari,2026-07-18,A+,6,True,Monsoon peak flood-risk weeks
USG001142,FAC003,Ballari,2026-07-19,O-,1,True,Monsoon peak flood-risk weeks
USG001143,FAC003,Ballari,2026-07-19,A-,6,True,Monsoon peak flood-risk weeks
USG001144,FAC003,Ballari,2026-07-19,AB-,7,True,Monsoon peak flood-risk weeks
USG001145,FAC003,Ballari,2026-07-20,O+,1,True,Monsoon peak flood-risk weeks
USG001146,FAC003,Ballari,2026-07-21,B+,3,True,Monsoon peak flood-risk weeks
USG001147,FAC003,Ballari,2026-07-21,B-,7,True,Monsoon peak flood-risk weeks
USG001148,FAC003,Ballari,2026-07-22,B+,5,True,Monsoon peak flood-risk weeks
USG001149,FAC003,Ballari,2026-07-23,O+,1,True,Monsoon peak flood-risk weeks
USG001150,FAC003,Ballari,2026-07-23,B-,3,True,Monsoon peak flood-risk weeks
USG001151,FAC003,Ballari,2026-07-23,AB-,3,True,Monsoon peak flood-risk weeks
USG001152,FAC003,Ballari,2026-07-24,O+,4,True,Monsoon peak flood-risk weeks
USG001153,FAC003,Ballari,2026-07-24,AB-,5,True,Monsoon peak flood-risk weeks
USG001154,FAC003,Ballari,2026-07-25,O+,5,True,Monsoon peak flood-risk weeks
USG001155,FAC003,Ballari,2026-07-26,AB+,5,True,Monsoon peak flood-risk weeks
USG001156,FAC003,Ballari,2026-07-27,O+,3,True,Monsoon peak flood-risk weeks
USG001157,FAC003,Ballari,2026-07-27,A+,3,True,Monsoon peak flood-risk weeks
USG001158,FAC003,Ballari,2026-07-27,AB-,1,True,Monsoon peak flood-risk weeks
USG001159,FAC003,Ballari,2026-07-28,AB+,6,True,Monsoon peak flood-risk weeks
USG001160,FAC003,Ballari,2026-07-28,B-,3,True,Monsoon peak flood-risk weeks
USG001161,FAC003,Ballari,2026-07-29,A+,5,True,Monsoon peak flood-risk weeks
USG001162,FAC003,Ballari,2026-07-30,B+,1,True,Monsoon peak flood-risk weeks
USG001163,FAC003,Ballari,2026-07-30,AB-,2,True,Monsoon peak flood-risk weeks
USG001164,FAC003,Ballari,2026-08-01,O+,6,True,Monsoon peak flood-risk weeks
USG001165,FAC004,Ballari,2025-08-02,A-,2,True,Monsoon peak flood-risk weeks
USG001166,FAC004,Ballari,2025-08-03,A+,1,True,Monsoon peak flood-risk weeks
USG001167,FAC004,Ballari,2025-08-05,O+,2,True,Monsoon peak flood-risk weeks
USG001168,FAC004,Ballari,2025-08-06,O-,2,False,
USG001169,FAC004,Ballari,2025-08-08,B+,3,True,Local incident spike
USG001170,FAC004,Ballari,2025-08-08,A+,3,True,Local incident spike
USG001171,FAC004,Ballari,2025-08-09,A+,2,False,
USG001172,FAC004,Ballari,2025-08-09,AB-,3,False,
USG001173,FAC004,Ballari,2025-08-16,B+,2,False,
USG001174,FAC004,Ballari,2025-08-19,A-,1,False,
USG001175,FAC004,Ballari,2025-08-20,B-,1,False,
USG001176,FAC004,Ballari,2025-08-23,O+,3,False,
USG001177,FAC004,Ballari,2025-08-25,B+,3,False,
USG001178,FAC004,Ballari,2025-08-29,O+,2,False,
USG001179,FAC004,Ballari,2025-09-05,B+,3,False,
USG001180,FAC004,Ballari,2025-09-06,AB-,1,False,
USG001181,FAC004,Ballari,2025-09-14,B-,2,False,
USG001182,FAC004,Ballari,2025-09-15,A+,2,False,
USG001183,FAC004,Ballari,2025-09-18,A+,4,True,Festival travel peak (Dasara)
USG001184,FAC004,Ballari,2025-09-19,B+,2,True,Festival travel peak (Dasara)
USG001185,FAC004,Ballari,2025-09-21,O+,2,True,Festival travel peak (Dasara)
USG001186,FAC004,Ballari,2025-09-21,A-,3,True,Festival travel peak (Dasara)
USG001187,FAC004,Ballari,2025-09-23,B+,2,True,Festival travel peak (Dasara)
USG001188,FAC004,Ballari,2025-09-23,A-,5,True,Festival travel peak (Dasara)
USG001189,FAC004,Ballari,2025-09-25,O+,3,True,Festival travel peak (Dasara)
USG001190,FAC004,Ballari,2025-09-25,B+,5,True,Festival travel peak (Dasara)
USG001191,FAC004,Ballari,2025-09-27,A-,2,True,Festival travel peak (Dasara)
USG001192,FAC004,Ballari,2025-09-29,B+,3,True,Festival travel peak (Dasara)
USG001193,FAC004,Ballari,2025-10-01,O+,4,True,Festival travel peak (Dasara)
USG001194,FAC004,Ballari,2025-10-03,O+,1,True,Festival travel peak (Dasara)
USG001195,FAC004,Ballari,2025-10-03,B-,3,True,Festival travel peak (Dasara)
USG001196,FAC004,Ballari,2025-10-04,B+,5,True,Festival travel peak (Dasara)
USG001197,FAC004,Ballari,2025-10-04,A+,2,True,Festival travel peak (Dasara)
USG001198,FAC004,Ballari,2025-10-07,B+,5,True,Festival travel peak (Dasara)
USG001199,FAC004,Ballari,2025-10-08,O+,4,True,Festival travel peak (Dasara)
USG001200,FAC004,Ballari,2025-10-11,B+,1,False,
USG001201,FAC004,Ballari,2025-10-13,A-,1,False,
USG001202,FAC004,Ballari,2025-10-18,AB-,2,False,
USG001203,FAC004,Ballari,2025-10-21,B-,2,False,
USG001204,FAC004,Ballari,2025-10-22,A+,3,False,
USG001205,FAC004,Ballari,2025-10-23,O+,3,False,
USG001206,FAC004,Ballari,2025-10-24,A+,1,False,
USG001207,FAC004,Ballari,2025-10-25,B+,1,False,
USG001208,FAC004,Ballari,2025-10-25,A+,3,False,
USG001209,FAC004,Ballari,2025-10-27,A-,3,False,
USG001210,FAC004,Ballari,2025-10-28,B+,3,False,
USG001211,FAC004,Ballari,2025-10-31,B+,2,False,
USG001212,FAC004,Ballari,2025-11-01,B+,3,False,
USG001213,FAC004,Ballari,2025-11-04,O+,2,False,
USG001214,FAC004,Ballari,2025-11-05,O+,3,False,
USG001215,FAC004,Ballari,2025-11-07,O-,1,False,
USG001216,FAC004,Ballari,2025-11-12,B+,1,False,
USG001217,FAC004,Ballari,2025-11-13,A+,3,False,
USG001218,FAC004,Ballari,2025-11-15,O+,1,False,
USG001219,FAC004,Ballari,2025-11-15,A-,1,False,
USG001220,FAC004,Ballari,2025-11-17,B+,1,False,
USG001221,FAC004,Ballari,2025-11-20,O+,2,False,
USG001222,FAC004,Ballari,2025-11-20,O-,3,False,
USG001223,FAC004,Ballari,2025-11-21,B+,3,False,
USG001224,FAC004,Ballari,2025-11-23,B+,2,False,
USG001225,FAC004,Ballari,2025-11-25,A+,3,False,
USG001226,FAC004,Ballari,2025-11-29,A+,2,False,
USG001227,FAC004,Ballari,2025-11-30,B-,2,False,
USG001228,FAC004,Ballari,2025-12-01,B+,2,False,
USG001229,FAC004,Ballari,2025-12-04,B+,2,False,
USG001230,FAC004,Ballari,2025-12-05,AB-,3,False,
USG001231,FAC004,Ballari,2025-12-09,B-,2,False,
USG001232,FAC004,Ballari,2025-12-14,B+,2,False,
USG001233,FAC004,Ballari,2025-12-15,O-,3,False,
USG001234,FAC004,Ballari,2025-12-21,B-,2,False,
USG001235,FAC004,Ballari,2025-12-23,O+,1,False,
USG001236,FAC004,Ballari,2025-12-29,B+,1,False,
USG001237,FAC004,Ballari,2025-12-31,O-,3,True,New Year travel period
USG001238,FAC004,Ballari,2025-12-31,B-,3,True,New Year travel period
USG001239,FAC004,Ballari,2026-01-01,A+,2,True,New Year travel period
USG001240,FAC004,Ballari,2026-01-05,O+,2,False,
USG001241,FAC004,Ballari,2026-01-07,B-,2,False,
USG001242,FAC004,Ballari,2026-01-10,A+,1,False,
USG001243,FAC004,Ballari,2026-01-14,A+,3,False,
USG001244,FAC004,Ballari,2026-01-18,B+,2,False,
USG001245,FAC004,Ballari,2026-01-20,A-,2,False,
USG001246,FAC004,Ballari,2026-01-30,B-,3,False,
USG001247,FAC004,Ballari,2026-01-31,O-,2,False,
USG001248,FAC004,Ballari,2026-02-06,AB-,1,False,
USG001249,FAC004,Ballari,2026-02-10,B+,3,False,
USG001250,FAC004,Ballari,2026-02-16,O+,2,False,
USG001251,FAC004,Ballari,2026-02-18,O-,3,False,
USG001252,FAC004,Ballari,2026-02-19,B+,2,False,
USG001253,FAC004,Ballari,2026-02-20,O-,2,False,
USG001254,FAC004,Ballari,2026-02-20,AB-,3,False,
USG001255,FAC004,Ballari,2026-02-21,A+,2,False,
USG001256,FAC004,Ballari,2026-02-22,O+,1,False,
USG001257,FAC004,Ballari,2026-02-24,O-,2,False,
USG001258,FAC004,Ballari,2026-02-26,O+,3,False,
USG001259,FAC004,Ballari,2026-02-26,O-,2,False,
USG001260,FAC004,Ballari,2026-02-27,A+,3,False,
USG001261,FAC004,Ballari,2026-03-04,A-,1,False,
USG001262,FAC004,Ballari,2026-03-11,A+,2,False,
USG001263,FAC004,Ballari,2026-03-11,AB-,3,False,
USG001264,FAC004,Ballari,2026-03-12,O+,1,False,
USG001265,FAC004,Ballari,2026-03-19,B+,3,False,
USG001266,FAC004,Ballari,2026-03-20,O+,3,False,
USG001267,FAC004,Ballari,2026-03-23,B-,2,False,
USG001268,FAC004,Ballari,2026-04-01,O+,3,False,
USG001269,FAC004,Ballari,2026-04-09,A+,3,False,
USG001270,FAC004,Ballari,2026-04-10,B+,2,False,
USG001271,FAC004,Ballari,2026-04-11,A+,2,False,
USG001272,FAC004,Ballari,2026-04-16,B+,1,False,
USG001273,FAC004,Ballari,2026-04-20,B+,3,False,
USG001274,FAC004,Ballari,2026-04-20,A-,1,False,
USG001275,FAC004,Ballari,2026-04-21,A-,1,False,
USG001276,FAC004,Ballari,2026-04-28,B-,2,False,
USG001277,FAC004,Ballari,2026-04-29,O+,2,False,
USG001278,FAC004,Ballari,2026-04-30,A+,3,False,
USG001279,FAC004,Ballari,2026-05-02,B-,3,False,
USG001280,FAC004,Ballari,2026-05-04,B-,2,False,
USG001281,FAC004,Ballari,2026-05-07,O+,2,False,
USG001282,FAC004,Ballari,2026-05-08,B+,3,False,
USG001283,FAC004,Ballari,2026-05-08,A+,3,False,
USG001284,FAC004,Ballari,2026-05-09,B+,2,False,
USG001285,FAC004,Ballari,2026-05-16,A+,1,False,
USG001286,FAC004,Ballari,2026-05-19,B-,1,False,
USG001287,FAC004,Ballari,2026-05-20,AB-,1,True,Local incident spike
USG001288,FAC004,Ballari,2026-05-21,O+,3,False,
USG001289,FAC004,Ballari,2026-05-21,AB-,2,False,
USG001290,FAC004,Ballari,2026-05-28,B-,2,False,
USG001291,FAC004,Ballari,2026-05-29,A-,3,False,
USG001292,FAC004,Ballari,2026-06-14,AB-,2,False,
USG001293,FAC004,Ballari,2026-06-24,AB-,1,False,
USG001294,FAC004,Ballari,2026-06-26,O+,3,False,
USG001295,FAC004,Ballari,2026-06-30,B+,3,False,
USG001296,FAC004,Ballari,2026-07-01,O+,2,False,
USG001297,FAC004,Ballari,2026-07-04,O+,3,False,
USG001298,FAC004,Ballari,2026-07-06,B+,3,False,
USG001299,FAC004,Ballari,2026-07-07,A+,3,False,
USG001300,FAC004,Ballari,2026-07-07,O-,2,False,
USG001301,FAC004,Ballari,2026-07-10,AB-,1,False,
USG001302,FAC004,Ballari,2026-07-12,B+,1,False,
USG001303,FAC004,Ballari,2026-07-17,A+,1,True,Monsoon peak flood-risk weeks
USG001304,FAC004,Ballari,2026-07-20,O+,4,True,Monsoon peak flood-risk weeks
USG001305,FAC004,Ballari,2026-07-20,A+,2,True,Monsoon peak flood-risk weeks
USG001306,FAC004,Ballari,2026-07-27,AB-,3,True,Monsoon peak flood-risk weeks
USG001307,FAC004,Ballari,2026-07-28,B+,3,True,Monsoon peak flood-risk weeks
USG001308,FAC005,Ballari,2025-08-03,AB-,5,True,Monsoon peak flood-risk weeks
USG001309,FAC005,Ballari,2025-08-05,A+,3,True,Monsoon peak flood-risk weeks
USG001310,FAC005,Ballari,2025-08-09,O-,2,False,
USG001311,FAC005,Ballari,2025-08-09,AB-,3,False,
USG001312,FAC005,Ballari,2025-08-14,A+,2,False,
USG001313,FAC005,Ballari,2025-08-16,O+,2,False,
USG001314,FAC005,Ballari,2025-08-19,AB+,1,False,
USG001315,FAC005,Ballari,2025-08-20,AB-,3,False,
USG001316,FAC005,Ballari,2025-08-21,AB+,3,False,
USG001317,FAC005,Ballari,2025-08-22,O+,2,False,
USG001318,FAC005,Ballari,2025-08-22,B-,3,False,
USG001319,FAC005,Ballari,2025-08-24,A-,3,False,
USG001320,FAC005,Ballari,2025-08-27,AB-,1,False,
USG001321,FAC005,Ballari,2025-08-30,O-,1,False,
USG001322,FAC005,Ballari,2025-09-01,B-,1,False,
USG001323,FAC005,Ballari,2025-09-03,AB+,2,False,
USG001324,FAC005,Ballari,2025-09-04,O-,3,False,
USG001325,FAC005,Ballari,2025-09-05,O+,3,False,
USG001326,FAC005,Ballari,2025-09-05,AB+,2,False,
USG001327,FAC005,Ballari,2025-09-06,O+,1,False,
USG001328,FAC005,Ballari,2025-09-19,O-,5,True,Festival travel peak (Dasara)
USG001329,FAC005,Ballari,2025-09-21,O+,3,True,Festival travel peak (Dasara)
USG001330,FAC005,Ballari,2025-09-23,O-,4,True,Festival travel peak (Dasara)
USG001331,FAC005,Ballari,2025-09-26,A+,2,True,Festival travel peak (Dasara)
USG001332,FAC005,Ballari,2025-09-27,A+,3,True,Festival travel peak (Dasara)
USG001333,FAC005,Ballari,2025-09-28,AB+,5,True,Festival travel peak (Dasara)
USG001334,FAC005,Ballari,2025-09-29,AB+,4,True,Festival travel peak (Dasara)
USG001335,FAC005,Ballari,2025-09-30,O+,4,True,Festival travel peak (Dasara)
USG001336,FAC005,Ballari,2025-09-30,A+,2,True,Festival travel peak (Dasara)
USG001337,FAC005,Ballari,2025-10-03,AB+,3,True,Festival travel peak (Dasara)
USG001338,FAC005,Ballari,2025-10-03,A-,5,True,Festival travel peak (Dasara)
USG001339,FAC005,Ballari,2025-10-04,A+,3,True,Festival travel peak (Dasara)
USG001340,FAC005,Ballari,2025-10-08,O+,2,True,Festival travel peak (Dasara)
USG001341,FAC005,Ballari,2025-10-08,A+,5,True,Festival travel peak (Dasara)
USG001342,FAC005,Ballari,2025-10-08,O-,1,True,Festival travel peak (Dasara)
USG001343,FAC005,Ballari,2025-10-10,O+,4,True,Festival travel peak (Dasara)
USG001344,FAC005,Ballari,2025-10-12,O-,3,False,
USG001345,FAC005,Ballari,2025-10-29,AB+,1,False,
USG001346,FAC005,Ballari,2025-10-30,B-,2,False,
USG001347,FAC005,Ballari,2025-11-01,AB+,3,False,
USG001348,FAC005,Ballari,2025-11-09,AB-,3,False,
USG001349,FAC005,Ballari,2025-11-14,A+,1,False,
USG001350,FAC005,Ballari,2025-11-17,AB+,1,False,
USG001351,FAC005,Ballari,2025-11-22,A+,2,False,
USG001352,FAC005,Ballari,2025-11-25,A+,1,False,
USG001353,FAC005,Ballari,2025-11-26,A-,2,False,
USG001354,FAC005,Ballari,2025-12-01,A+,2,False,
USG001355,FAC005,Ballari,2025-12-01,AB-,1,False,
USG001356,FAC005,Ballari,2025-12-02,O-,1,False,
USG001357,FAC005,Ballari,2025-12-07,O+,1,False,
USG001358,FAC005,Ballari,2025-12-08,O-,1,False,
USG001359,FAC005,Ballari,2025-12-12,AB-,2,False,
USG001360,FAC005,Ballari,2025-12-17,B-,2,False,
USG001361,FAC005,Ballari,2025-12-20,O+,3,False,
USG001362,FAC005,Ballari,2025-12-20,A+,3,False,
USG001363,FAC005,Ballari,2025-12-21,A+,2,False,
USG001364,FAC005,Ballari,2025-12-25,O+,3,False,
USG001365,FAC005,Ballari,2026-01-01,O+,3,True,New Year travel period
USG001366,FAC005,Ballari,2026-01-04,O+,1,False,
USG001367,FAC005,Ballari,2026-01-05,B-,2,False,
USG001368,FAC005,Ballari,2026-01-08,O+,3,False,
USG001369,FAC005,Ballari,2026-01-08,AB-,3,False,
USG001370,FAC005,Ballari,2026-01-14,A+,3,False,
USG001371,FAC005,Ballari,2026-01-16,AB+,1,False,
USG001372,FAC005,Ballari,2026-01-19,A+,2,False,
USG001373,FAC005,Ballari,2026-01-23,O+,4,True,Local incident spike
USG001374,FAC005,Ballari,2026-01-26,A+,2,False,
USG001375,FAC005,Ballari,2026-01-26,A-,3,False,
USG001376,FAC005,Ballari,2026-01-29,A+,3,False,
USG001377,FAC005,Ballari,2026-01-30,O+,2,False,
USG001378,FAC005,Ballari,2026-02-01,O+,2,False,
USG001379,FAC005,Ballari,2026-02-05,AB+,2,False,
USG001380,FAC005,Ballari,2026-02-06,O+,3,False,
USG001381,FAC005,Ballari,2026-02-06,A+,2,False,
USG001382,FAC005,Ballari,2026-02-06,AB+,2,False,
USG001383,FAC005,Ballari,2026-02-12,O-,1,False,
USG001384,FAC005,Ballari,2026-02-15,A-,1,False,
USG001385,FAC005,Ballari,2026-02-18,B-,2,False,
USG001386,FAC005,Ballari,2026-02-26,A-,1,False,
USG001387,FAC005,Ballari,2026-02-27,AB+,1,False,
USG001388,FAC005,Ballari,2026-03-01,O+,2,False,
USG001389,FAC005,Ballari,2026-03-09,A+,3,False,
USG001390,FAC005,Ballari,2026-03-09,AB-,1,False,
USG001391,FAC005,Ballari,2026-03-12,O+,3,False,
USG001392,FAC005,Ballari,2026-03-13,A+,1,False,
USG001393,FAC005,Ballari,2026-03-13,O-,2,False,
USG001394,FAC005,Ballari,2026-03-19,O+,3,False,
USG001395,FAC005,Ballari,2026-03-25,O-,1,False,
USG001396,FAC005,Ballari,2026-03-28,AB+,1,False,
USG001397,FAC005,Ballari,2026-03-31,A+,2,False,
USG001398,FAC005,Ballari,2026-04-02,O+,3,True,Local incident spike
USG001399,FAC005,Ballari,2026-04-04,O+,1,False,
USG001400,FAC005,Ballari,2026-04-10,A-,2,False,
USG001401,FAC005,Ballari,2026-04-12,O+,2,False,
USG001402,FAC005,Ballari,2026-04-13,A+,2,False,
USG001403,FAC005,Ballari,2026-04-15,B-,1,False,
USG001404,FAC005,Ballari,2026-04-20,O+,3,False,
USG001405,FAC005,Ballari,2026-04-22,O+,2,False,
USG001406,FAC005,Ballari,2026-04-24,AB+,1,False,
USG001407,FAC005,Ballari,2026-04-24,A-,1,False,
USG001408,FAC005,Ballari,2026-04-25,A-,3,False,
USG001409,FAC005,Ballari,2026-04-27,O+,3,False,
USG001410,FAC005,Ballari,2026-04-29,O-,1,False,
USG001411,FAC005,Ballari,2026-05-04,A+,1,False,
USG001412,FAC005,Ballari,2026-05-09,AB+,3,False,
USG001413,FAC005,Ballari,2026-05-11,B-,1,False,
USG001414,FAC005,Ballari,2026-05-19,B-,3,False,
USG001415,FAC005,Ballari,2026-05-20,A-,2,False,
USG001416,FAC005,Ballari,2026-05-22,B-,2,False,
USG001417,FAC005,Ballari,2026-05-26,A+,2,False,
USG001418,FAC005,Ballari,2026-05-29,A-,3,False,
USG001419,FAC005,Ballari,2026-05-31,O+,3,False,
USG001420,FAC005,Ballari,2026-05-31,B-,1,False,
USG001421,FAC005,Ballari,2026-06-01,O+,3,False,
USG001422,FAC005,Ballari,2026-06-03,O+,2,False,
USG001423,FAC005,Ballari,2026-06-03,O-,2,False,
USG001424,FAC005,Ballari,2026-06-04,O+,2,False,
USG001425,FAC005,Ballari,2026-06-05,O+,1,False,
USG001426,FAC005,Ballari,2026-06-07,A+,1,False,
USG001427,FAC005,Ballari,2026-06-13,A+,1,False,
USG001428,FAC005,Ballari,2026-06-19,A+,1,False,
USG001429,FAC005,Ballari,2026-06-21,AB-,1,False,
USG001430,FAC005,Ballari,2026-06-23,O+,2,False,
USG001431,FAC005,Ballari,2026-06-23,O-,2,False,
USG001432,FAC005,Ballari,2026-07-01,O+,1,False,
USG001433,FAC005,Ballari,2026-07-05,A+,3,False,
USG001434,FAC005,Ballari,2026-07-05,A-,3,False,
USG001435,FAC005,Ballari,2026-07-06,A+,2,False,
USG001436,FAC005,Ballari,2026-07-15,A+,5,True,Monsoon peak flood-risk weeks
USG001437,FAC005,Ballari,2026-07-16,A-,3,True,Monsoon peak flood-risk weeks
USG001438,FAC005,Ballari,2026-07-18,A-,3,True,Monsoon peak flood-risk weeks
USG001439,FAC005,Ballari,2026-07-21,O+,4,True,Monsoon peak flood-risk weeks
USG001440,FAC005,Ballari,2026-07-22,O+,3,True,Monsoon peak flood-risk weeks
USG001441,FAC005,Ballari,2026-07-23,O-,3,True,Monsoon peak flood-risk weeks
USG001442,FAC005,Ballari,2026-07-25,O+,3,True,Monsoon peak flood-risk weeks
USG001443,FAC005,Ballari,2026-07-26,O+,4,True,Monsoon peak flood-risk weeks
USG001444,FAC005,Ballari,2026-07-29,AB+,3,True,Monsoon peak flood-risk weeks
USG001445,FAC005,Ballari,2026-07-30,O+,2,True,Monsoon peak flood-risk weeks
USG001446,FAC005,Ballari,2026-07-30,O-,3,True,Monsoon peak flood-risk weeks
USG001447,FAC006,Ballari,2025-08-02,B+,2,True,Monsoon peak flood-risk weeks
USG001448,FAC006,Ballari,2025-08-03,O+,2,True,Monsoon peak flood-risk weeks
USG001449,FAC006,Ballari,2025-08-07,A+,1,False,
USG001450,FAC006,Ballari,2025-08-26,AB-,1,False,
USG001451,FAC006,Ballari,2025-09-03,AB-,1,False,
USG001452,FAC006,Ballari,2025-09-06,O+,3,False,
USG001453,FAC006,Ballari,2025-09-06,A-,3,False,
USG001454,FAC006,Ballari,2025-09-08,O+,1,False,
USG001455,FAC006,Ballari,2025-09-13,O+,2,False,
USG001456,FAC006,Ballari,2025-09-13,A+,1,False,
USG001457,FAC006,Ballari,2025-09-14,AB-,3,False,
USG001458,FAC006,Ballari,2025-09-18,B+,3,True,Festival travel peak (Dasara)
USG001459,FAC006,Ballari,2025-09-18,A+,2,True,Festival travel peak (Dasara)
USG001460,FAC006,Ballari,2025-09-18,AB-,2,True,Festival travel peak (Dasara)
USG001461,FAC006,Ballari,2025-09-20,B+,2,True,Festival travel peak (Dasara)
USG001462,FAC006,Ballari,2025-09-20,AB-,4,True,Festival travel peak (Dasara)
USG001463,FAC006,Ballari,2025-09-21,B+,1,True,Festival travel peak (Dasara)
USG001464,FAC006,Ballari,2025-09-21,A+,3,True,Festival travel peak (Dasara)
USG001465,FAC006,Ballari,2025-09-21,AB+,4,True,Festival travel peak (Dasara)
USG001466,FAC006,Ballari,2025-09-21,A-,3,True,Festival travel peak (Dasara)
USG001467,FAC006,Ballari,2025-09-22,A-,5,True,Festival travel peak (Dasara)
USG001468,FAC006,Ballari,2025-09-26,B+,2,True,Festival travel peak (Dasara)
USG001469,FAC006,Ballari,2025-09-26,O-,3,True,Festival travel peak (Dasara)
USG001470,FAC006,Ballari,2025-09-27,O-,5,True,Festival travel peak (Dasara)
USG001471,FAC006,Ballari,2025-09-28,O+,5,True,Festival travel peak (Dasara)
USG001472,FAC006,Ballari,2025-09-29,AB+,2,True,Festival travel peak (Dasara)
USG001473,FAC006,Ballari,2025-09-30,A+,4,True,Festival travel peak (Dasara)
USG001474,FAC006,Ballari,2025-10-03,A+,3,True,Festival travel peak (Dasara)
USG001475,FAC006,Ballari,2025-10-05,A+,3,True,Festival travel peak (Dasara)
USG001476,FAC006,Ballari,2025-10-05,AB-,3,True,Festival travel peak (Dasara)
USG001477,FAC006,Ballari,2025-10-08,B+,3,True,Festival travel peak (Dasara)
USG001478,FAC006,Ballari,2025-10-09,A+,4,True,Festival travel peak (Dasara)
USG001479,FAC006,Ballari,2025-10-12,A-,1,False,
USG001480,FAC006,Ballari,2025-10-13,O+,3,False,
USG001481,FAC006,Ballari,2025-10-13,B+,2,False,
USG001482,FAC006,Ballari,2025-10-24,B+,3,False,
USG001483,FAC006,Ballari,2025-10-25,B+,2,False,
USG001484,FAC006,Ballari,2025-10-26,O-,3,True,Local incident spike
USG001485,FAC006,Ballari,2025-10-28,AB-,1,False,
USG001486,FAC006,Ballari,2025-10-29,B+,2,False,
USG001487,FAC006,Ballari,2025-11-03,O+,2,False,
USG001488,FAC006,Ballari,2025-11-08,B+,3,False,
USG001489,FAC006,Ballari,2025-11-09,O+,1,False,
USG001490,FAC006,Ballari,2025-11-09,B+,1,False,
USG001491,FAC006,Ballari,2025-11-11,O-,1,False,
USG001492,FAC006,Ballari,2025-11-14,O+,2,False,
USG001493,FAC006,Ballari,2025-11-14,A+,2,False,
USG001494,FAC006,Ballari,2025-11-15,B+,2,False,
USG001495,FAC006,Ballari,2025-11-16,B+,1,False,
USG001496,FAC006,Ballari,2025-11-17,O+,4,True,Local incident spike
USG001497,FAC006,Ballari,2025-11-17,AB+,3,True,Local incident spike
USG001498,FAC006,Ballari,2025-11-18,O+,3,False,
USG001499,FAC006,Ballari,2025-11-20,O+,1,False,
USG001500,FAC006,Ballari,2025-11-22,B+,2,False,
USG001501,FAC006,Ballari,2025-11-23,B+,3,False,
USG001502,FAC006,Ballari,2025-11-23,AB-,2,False,
USG001503,FAC006,Ballari,2025-11-25,A+,3,False,
